objectID,image_id,price_category,cuisines_1,cuisines_2,labels
75909,5434627.jpg,mid-range,Modern Cuisine,,food
75909,5434679.jpg,mid-range,Modern Cuisine,,food
75909,5434684.jpg,mid-range,Modern Cuisine,,food
75909,5434698.jpg,mid-range,Modern Cuisine,,food
75908,4161612.jpg,mid-range,Seafood,,food
75908,4161616.jpg,mid-range,Seafood,,food
75908,657211.jpg,mid-range,Seafood,,food
75908,454965.jpg,mid-range,Seafood,,food
75907,410939.jpg,mid-range,Seafood,,food
75907,410940.jpg,mid-range,Seafood,,food
75907,410945.jpg,mid-range,Seafood,,food
75906,490977.jpg,premium,Modern Cuisine,,food
75906,802852.jpg,premium,Modern Cuisine,,food
75906,459707.jpg,premium,Modern Cuisine,,food
75906,816886.jpg,premium,Modern Cuisine,,food
75906,794604.jpg,premium,Modern Cuisine,,food
75906,4651951.jpg,premium,Modern Cuisine,,food
75906,5298546.jpg,premium,Modern Cuisine,,food
75906,720234.jpg,premium,Modern Cuisine,,food
75905,815477.jpg,mid-range,Modern Cuisine,,food
75905,713697.jpg,mid-range,Modern Cuisine,,food
75905,5571430.jpg,mid-range,Modern Cuisine,,food
75904,511147.jpg,mid-range,Modern Cuisine,,food
75904,679469.jpg,mid-range,Modern Cuisine,,food
77494,5023547.jpg,luxury,Creative,,food
77494,5023565.jpg,luxury,Creative,,food
77494,5023542.jpg,luxury,Creative,,food
77494,5023578.jpg,luxury,Creative,,food
77494,5023509.jpg,luxury,Creative,,food
75902,429584.jpg,premium,Modern Cuisine,,food
75902,429591.jpg,premium,Modern Cuisine,,food
75902,429592.jpg,premium,Modern Cuisine,,food
75902,429504.jpg,premium,Modern Cuisine,,food
75902,429506.jpg,premium,Modern Cuisine,,food
75901,496487.jpg,affordable,Seafood,,food
75901,697588.jpg,affordable,Seafood,,food
75901,353524.jpg,affordable,Seafood,,food
75901,353518.jpg,affordable,Seafood,,food
75901,353521.jpg,affordable,Seafood,,food
75900,4276182.jpg,luxury,Creative,,food
75900,4276146.jpg,luxury,Creative,,food
75900,4276103.jpg,luxury,Creative,,food
75900,4276092.jpg,luxury,Creative,,food
75900,4275996.jpg,luxury,Creative,,food
75900,4276096.jpg,luxury,Creative,,food
75899,4602281.jpg,mid-range,Modern Cuisine,,food
75899,4602317.jpg,mid-range,Modern Cuisine,,food
75899,4602247.jpg,mid-range,Modern Cuisine,,food
75899,436251.jpg,mid-range,Modern Cuisine,,food
75899,436532.jpg,mid-range,Modern Cuisine,,food
75899,500745.jpg,mid-range,Modern Cuisine,,food
75899,4602295.jpg,mid-range,Modern Cuisine,,food
75898,241197.jpg,premium,Modern Cuisine,,food
75898,241194.jpg,premium,Modern Cuisine,,food
75898,773004.jpg,premium,Modern Cuisine,,food
75898,672013.jpg,premium,Modern Cuisine,,food
75898,4983920.jpg,premium,Modern Cuisine,,food
75898,353523.jpg,premium,Modern Cuisine,,food
75897,778857.jpg,mid-range,Modern Cuisine,,food
75897,670666.jpg,mid-range,Modern Cuisine,,food
76859,3925112.jpg,premium,Modern Cuisine,,food
76859,3925117.jpg,premium,Modern Cuisine,,food
76859,3925116.jpg,premium,Modern Cuisine,,food
76859,3925141.jpg,premium,Modern Cuisine,,food
76859,3925110.jpg,premium,Modern Cuisine,,food
76859,3925143.jpg,premium,Modern Cuisine,,food
76859,3925115.jpg,premium,Modern Cuisine,,food
76859,3925114.jpg,premium,Modern Cuisine,,food
75895,4641244.jpg,mid-range,Traditional Cuisine,,food
75895,4641235.jpg,mid-range,Traditional Cuisine,,food
75894,430150.jpg,affordable,Modern Cuisine,,food
75894,430155.jpg,affordable,Modern Cuisine,,food
75894,430154.jpg,affordable,Modern Cuisine,,food
75894,430147.jpg,affordable,Modern Cuisine,,food
75894,430083.jpg,affordable,Modern Cuisine,,food
75893,5466355.jpg,mid-range,Modern Cuisine,,food
75893,5466395.jpg,mid-range,Modern Cuisine,,food
75893,5466426.jpg,mid-range,Modern Cuisine,,food
75893,5466492.jpg,mid-range,Modern Cuisine,,food
75893,5466407.jpg,mid-range,Modern Cuisine,,food
75893,5466370.jpg,mid-range,Modern Cuisine,,food
75893,5466359.jpg,mid-range,Modern Cuisine,,food
75893,5466380.jpg,mid-range,Modern Cuisine,,food
75893,5466365.jpg,mid-range,Modern Cuisine,,food
75893,5466418.jpg,mid-range,Modern Cuisine,,food
75893,5466438.jpg,mid-range,Modern Cuisine,,food
75893,5466452.jpg,mid-range,Modern Cuisine,,food
75893,5466468.jpg,mid-range,Modern Cuisine,,food
75893,5466461.jpg,mid-range,Modern Cuisine,,food
75893,5466475.jpg,mid-range,Modern Cuisine,,food
75892,695250.jpg,premium,Seafood,,food
75892,809601.jpg,premium,Seafood,,food
75892,694590.jpg,premium,Seafood,,food
75892,680130.jpg,premium,Seafood,,food
75892,499201.jpg,premium,Seafood,,food
75892,459856.jpg,premium,Seafood,,food
75891,5497955.jpg,mid-range,Traditional Cuisine,,food
75891,5497937.jpg,mid-range,Traditional Cuisine,,food
75890,368680.jpg,mid-range,Modern Cuisine,,food
75890,368755.jpg,mid-range,Modern Cuisine,,food
75890,368677.jpg,mid-range,Modern Cuisine,,food
75890,368684.jpg,mid-range,Modern Cuisine,,food
75890,514718.jpg,mid-range,Modern Cuisine,,food
77559,5282590.jpg,mid-range,Traditional Cuisine,,food
77559,5282595.jpg,mid-range,Traditional Cuisine,,food
77559,5282606.jpg,mid-range,Traditional Cuisine,,food
77559,5282579.jpg,mid-range,Traditional Cuisine,,food
77559,466432.jpg,mid-range,Traditional Cuisine,,food
77559,5282581.jpg,mid-range,Traditional Cuisine,,food
75888,456428.jpg,mid-range,Modern Cuisine,,food
75888,463981.jpg,mid-range,Modern Cuisine,,food
75888,660662.jpg,mid-range,Modern Cuisine,,food
75888,458656.jpg,mid-range,Modern Cuisine,,food
75888,648714.jpg,mid-range,Modern Cuisine,,food
75888,793463.jpg,mid-range,Modern Cuisine,,food
75888,818283.jpg,mid-range,Modern Cuisine,,food
75888,650763.jpg,mid-range,Modern Cuisine,,food
75888,449982.jpg,mid-range,Modern Cuisine,,food
75888,809023.jpg,mid-range,Modern Cuisine,,food
75888,495971.jpg,mid-range,Modern Cuisine,,food
75888,483432.jpg,mid-range,Modern Cuisine,,food
75888,476294.jpg,mid-range,Modern Cuisine,,food
75888,464155.jpg,mid-range,Modern Cuisine,,food
75888,446657.jpg,mid-range,Modern Cuisine,,food
75888,360920.jpg,mid-range,Modern Cuisine,,food
75888,360923.jpg,mid-range,Modern Cuisine,,food
75888,360992.jpg,mid-range,Modern Cuisine,,food
75887,4525212.jpg,luxury,Creative,,food
75887,4587381.jpg,luxury,Creative,,food
75887,4587390.jpg,luxury,Creative,,food
75887,4525246.jpg,luxury,Creative,,food
75887,4525219.jpg,luxury,Creative,,food
75887,4525189.jpg,luxury,Creative,,food
75887,4525227.jpg,luxury,Creative,,food
75887,4525239.jpg,luxury,Creative,,food
75887,424410.jpg,luxury,Creative,,food
75887,424335.jpg,luxury,Creative,,food
75887,424344.jpg,luxury,Creative,,food
75887,670871.jpg,luxury,Creative,,food
75886,412773.jpg,premium,Modern Cuisine,,food
75886,412777.jpg,premium,Modern Cuisine,,food
75885,446211.jpg,mid-range,Modern Cuisine,Market Cuisine,food
75885,752684.jpg,mid-range,Modern Cuisine,Market Cuisine,food
75885,648132.jpg,mid-range,Modern Cuisine,Market Cuisine,food
75884,464864.jpg,mid-range,Modern Cuisine,,food
75884,513657.jpg,mid-range,Modern Cuisine,,food
75884,778413.jpg,mid-range,Modern Cuisine,,food
75884,473238.jpg,mid-range,Modern Cuisine,,food
75884,446516.jpg,mid-range,Modern Cuisine,,food
75884,516378.jpg,mid-range,Modern Cuisine,,food
75884,677568.jpg,mid-range,Modern Cuisine,,food
75884,746339.jpg,mid-range,Modern Cuisine,,food
75884,687606.jpg,mid-range,Modern Cuisine,,food
75884,805068.jpg,mid-range,Modern Cuisine,,food
75884,741370.jpg,mid-range,Modern Cuisine,,food
75883,5331928.jpg,luxury,Modern Cuisine,,food
75883,5331925.jpg,luxury,Modern Cuisine,,food
75883,5331943.jpg,luxury,Modern Cuisine,,food
75883,4566878.jpg,luxury,Modern Cuisine,,food
75883,4566732.jpg,luxury,Modern Cuisine,,food
75883,4566817.jpg,luxury,Modern Cuisine,,food
75883,4322862.jpg,luxury,Modern Cuisine,,food
75883,4566886.jpg,luxury,Modern Cuisine,,food
75883,4566874.jpg,luxury,Modern Cuisine,,food
75883,4566944.jpg,luxury,Modern Cuisine,,food
75883,4566811.jpg,luxury,Modern Cuisine,,food
75882,438158.jpg,premium,Market Cuisine,,food
75882,438162.jpg,premium,Market Cuisine,,food
75882,438165.jpg,premium,Market Cuisine,,food
75882,438166.jpg,premium,Market Cuisine,,food
75896,712342.jpg,affordable,Modern Cuisine,,food
75896,691791.jpg,affordable,Modern Cuisine,,food
75896,755561.jpg,affordable,Modern Cuisine,,food
75959,666016.jpg,luxury,Modern Cuisine,,food
75959,472487.jpg,luxury,Modern Cuisine,,food
75959,502351.jpg,luxury,Modern Cuisine,,food
75959,450311.jpg,luxury,Modern Cuisine,,food
75959,705214.jpg,luxury,Modern Cuisine,,food
75959,456556.jpg,luxury,Modern Cuisine,,food
75959,717750.jpg,luxury,Modern Cuisine,,food
75959,782430.jpg,luxury,Modern Cuisine,,food
75959,498385.jpg,luxury,Modern Cuisine,,food
75959,792131.jpg,luxury,Modern Cuisine,,food
75959,703795.jpg,luxury,Modern Cuisine,,food
75959,662635.jpg,luxury,Modern Cuisine,,food
75959,691579.jpg,luxury,Modern Cuisine,,food
75959,706372.jpg,luxury,Modern Cuisine,,food
75959,471435.jpg,luxury,Modern Cuisine,,food
75878,483884.jpg,mid-range,Modern Cuisine,,food
75878,672310.jpg,mid-range,Modern Cuisine,,food
75878,708767.jpg,mid-range,Modern Cuisine,,food
75878,779076.jpg,mid-range,Modern Cuisine,,food
75878,654115.jpg,mid-range,Modern Cuisine,,food
75878,354487.jpg,mid-range,Modern Cuisine,,food
75878,354489.jpg,mid-range,Modern Cuisine,,food
75878,354486.jpg,mid-range,Modern Cuisine,,food
75878,354497.jpg,mid-range,Modern Cuisine,,food
75877,474797.jpg,mid-range,Traditional Cuisine,,food
75877,732960.jpg,mid-range,Traditional Cuisine,,food
75877,704403.jpg,mid-range,Traditional Cuisine,,food
75877,811272.jpg,mid-range,Traditional Cuisine,,food
75875,414296.jpg,mid-range,Classic Cuisine,,food
75874,5564586.jpg,mid-range,Regional Cuisine,,food
75874,5564561.jpg,mid-range,Regional Cuisine,,food
75874,5564607.jpg,mid-range,Regional Cuisine,,food
75874,5564614.jpg,mid-range,Regional Cuisine,,food
75873,807529.jpg,mid-range,Traditional Cuisine,,food
75873,412720.jpg,mid-range,Traditional Cuisine,,food
75873,412728.jpg,mid-range,Traditional Cuisine,,food
75872,5162219.jpg,premium,Modern Cuisine,,food
75872,5133484.jpg,premium,Modern Cuisine,,food
75872,5133467.jpg,premium,Modern Cuisine,,food
75871,4110940.jpg,premium,Modern Cuisine,Creative,food
75871,4400953.jpg,premium,Modern Cuisine,Creative,food
75871,4113723.jpg,premium,Modern Cuisine,Creative,food
75871,4402021.jpg,premium,Modern Cuisine,Creative,food
75871,4110930.jpg,premium,Modern Cuisine,Creative,food
75871,4403313.jpg,premium,Modern Cuisine,Creative,food
75871,4113750.jpg,premium,Modern Cuisine,Creative,food
75871,4113732.jpg,premium,Modern Cuisine,Creative,food
75870,507564.jpg,mid-range,Traditional Cuisine,,food
75870,735144.jpg,mid-range,Traditional Cuisine,,food
75869,364477.jpg,mid-range,Classic Cuisine,,food
75869,364481.jpg,mid-range,Classic Cuisine,,food
75868,477504.jpg,mid-range,Modern Cuisine,,food
75868,513358.jpg,mid-range,Modern Cuisine,,food
75868,653388.jpg,mid-range,Modern Cuisine,,food
75868,751168.jpg,mid-range,Modern Cuisine,,food
75868,797979.jpg,mid-range,Modern Cuisine,,food
75867,429862.jpg,premium,Modern Cuisine,,food
75867,4634409.jpg,premium,Modern Cuisine,,food
75867,5342147.jpg,premium,Modern Cuisine,,food
75867,5342171.jpg,premium,Modern Cuisine,,food
77256,672313.jpg,mid-range,Modern Cuisine,,food
75865,352418.jpg,mid-range,Modern Cuisine,,food
75865,352421.jpg,mid-range,Modern Cuisine,,food
75865,352417.jpg,mid-range,Modern Cuisine,,food
75865,697957.jpg,mid-range,Modern Cuisine,,food
75865,518122.jpg,mid-range,Modern Cuisine,,food
75865,689917.jpg,mid-range,Modern Cuisine,,food
75865,518435.jpg,mid-range,Modern Cuisine,,food
75865,787449.jpg,mid-range,Modern Cuisine,,food
75865,496486.jpg,mid-range,Modern Cuisine,,food
75865,680268.jpg,mid-range,Modern Cuisine,,food
75865,742780.jpg,mid-range,Modern Cuisine,,food
75864,804352.jpg,mid-range,Modern Cuisine,,food
75863,5433592.jpg,affordable,Modern Cuisine,,food
75863,243492.jpg,affordable,Modern Cuisine,,food
75863,5433602.jpg,affordable,Modern Cuisine,,food
75863,5433611.jpg,affordable,Modern Cuisine,,food
75863,677054.jpg,affordable,Modern Cuisine,,food
75862,790565.jpg,premium,Modern Cuisine,,food
75862,812941.jpg,premium,Modern Cuisine,,food
75862,688968.jpg,premium,Modern Cuisine,,food
75862,516216.jpg,premium,Modern Cuisine,,food
75862,690508.jpg,premium,Modern Cuisine,,food
75861,510248.jpg,premium,Creative,,food
75861,359218.jpg,premium,Creative,,food
75861,670932.jpg,premium,Creative,,food
75861,763212.jpg,premium,Creative,,food
75861,654045.jpg,premium,Creative,,food
75861,4979891.jpg,premium,Creative,,food
75861,359210.jpg,premium,Creative,,food
75861,4979877.jpg,premium,Creative,,food
75860,720090.jpg,mid-range,Modern Cuisine,,food
75860,794330.jpg,mid-range,Modern Cuisine,,food
75860,505851.jpg,mid-range,Modern Cuisine,,food
75860,690018.jpg,mid-range,Modern Cuisine,,food
75860,766472.jpg,mid-range,Modern Cuisine,,food
75860,675367.jpg,mid-range,Modern Cuisine,,food
75858,251709.jpg,mid-range,Modern Cuisine,Market Cuisine,food
75858,251705.jpg,mid-range,Modern Cuisine,Market Cuisine,food
75858,5495904.jpg,mid-range,Modern Cuisine,Market Cuisine,food
75858,251708.jpg,mid-range,Modern Cuisine,Market Cuisine,food
76724,481469.jpg,affordable,Modern Cuisine,Market Cuisine,food
76724,777424.jpg,affordable,Modern Cuisine,Market Cuisine,food
76724,813895.jpg,affordable,Modern Cuisine,Market Cuisine,food
75856,771821.jpg,mid-range,Creative,,food
75856,650223.jpg,mid-range,Creative,,food
75856,801944.jpg,mid-range,Creative,,food
75856,663095.jpg,mid-range,Creative,,food
75855,795990.jpg,premium,Modern Cuisine,,food
75855,4218223.jpg,premium,Modern Cuisine,,food
75854,4628496.jpg,mid-range,Modern Cuisine,,food
75854,4628535.jpg,mid-range,Modern Cuisine,,food
75854,4628482.jpg,mid-range,Modern Cuisine,,food
75854,4628485.jpg,mid-range,Modern Cuisine,,food
75854,4628479.jpg,mid-range,Modern Cuisine,,food
75854,4628523.jpg,mid-range,Modern Cuisine,,food
75854,4628545.jpg,mid-range,Modern Cuisine,,food
75853,214253.jpg,mid-range,Modern Cuisine,,food
75853,214277.jpg,mid-range,Modern Cuisine,,food
75853,214283.jpg,mid-range,Modern Cuisine,,food
75853,214251.jpg,mid-range,Modern Cuisine,,food
75853,214278.jpg,mid-range,Modern Cuisine,,food
75853,214276.jpg,mid-range,Modern Cuisine,,food
75853,214245.jpg,mid-range,Modern Cuisine,,food
75853,214252.jpg,mid-range,Modern Cuisine,,food
75853,214138.jpg,mid-range,Modern Cuisine,,food
75853,214254.jpg,mid-range,Modern Cuisine,,food
75853,214220.jpg,mid-range,Modern Cuisine,,food
75853,214248.jpg,mid-range,Modern Cuisine,,food
75853,740876.jpg,mid-range,Modern Cuisine,,food
75853,214246.jpg,mid-range,Modern Cuisine,,food
75853,805822.jpg,mid-range,Modern Cuisine,,food
75853,214221.jpg,mid-range,Modern Cuisine,,food
75853,214218.jpg,mid-range,Modern Cuisine,,food
75853,499134.jpg,mid-range,Modern Cuisine,,food
75853,798650.jpg,mid-range,Modern Cuisine,,food
75852,800860.jpg,mid-range,Modern Cuisine,,food
75852,793244.jpg,mid-range,Modern Cuisine,,food
75852,741887.jpg,mid-range,Modern Cuisine,,food
75851,496698.jpg,premium,Creative,,food
75851,749450.jpg,premium,Creative,,food
75851,518123.jpg,premium,Creative,,food
75851,458330.jpg,premium,Creative,,food
75851,699571.jpg,premium,Creative,,food
75851,818282.jpg,premium,Creative,,food
75850,243015.jpg,premium,Modern Cuisine,,food
75850,242993.jpg,premium,Modern Cuisine,,food
75850,243024.jpg,premium,Modern Cuisine,,food
75850,242986.jpg,premium,Modern Cuisine,,food
75850,423017.jpg,premium,Modern Cuisine,,food
75850,679043.jpg,premium,Modern Cuisine,,food
75849,771823.jpg,mid-range,Modern Cuisine,,food
75849,730468.jpg,mid-range,Modern Cuisine,,food
75849,688813.jpg,mid-range,Modern Cuisine,,food
75849,815183.jpg,mid-range,Modern Cuisine,,food
75849,744728.jpg,mid-range,Modern Cuisine,,food
75849,506963.jpg,mid-range,Modern Cuisine,,food
75849,478441.jpg,mid-range,Modern Cuisine,,food
75849,358355.jpg,mid-range,Modern Cuisine,,food
75849,358349.jpg,mid-range,Modern Cuisine,,food
75849,358353.jpg,mid-range,Modern Cuisine,,food
75848,5571469.jpg,luxury,Modern Cuisine,,food
75847,424982.jpg,luxury,Modern Cuisine,,food
75847,304354.jpg,luxury,Modern Cuisine,,food
75847,667700.jpg,luxury,Modern Cuisine,,food
75847,304356.jpg,luxury,Modern Cuisine,,food
75846,486674.jpg,mid-range,Modern Cuisine,,food
75845,430305.jpg,premium,Modern Cuisine,,food
75845,430307.jpg,premium,Modern Cuisine,,food
75845,430302.jpg,premium,Modern Cuisine,,food
75845,430297.jpg,premium,Modern Cuisine,,food
75845,430303.jpg,premium,Modern Cuisine,,food
75845,430370.jpg,premium,Modern Cuisine,,food
75845,445435.jpg,premium,Modern Cuisine,,food
75843,5526343.jpg,premium,Modern Cuisine,,food
75843,5526442.jpg,premium,Modern Cuisine,,food
75843,4506019.jpg,premium,Modern Cuisine,,food
75843,5526393.jpg,premium,Modern Cuisine,,food
75843,5526368.jpg,premium,Modern Cuisine,,food
75843,5526376.jpg,premium,Modern Cuisine,,food
75843,5526355.jpg,premium,Modern Cuisine,,food
75843,5526347.jpg,premium,Modern Cuisine,,food
75842,712344.jpg,mid-range,Modern Cuisine,Market Cuisine,food
75842,703105.jpg,mid-range,Modern Cuisine,Market Cuisine,food
75842,653980.jpg,mid-range,Modern Cuisine,Market Cuisine,food
75841,369404.jpg,premium,Italian,,food
75841,369479.jpg,premium,Italian,,food
75841,369478.jpg,premium,Italian,,food
75841,369485.jpg,premium,Italian,,food
75841,760752.jpg,premium,Italian,,food
75841,459703.jpg,premium,Italian,,food
75840,4229628.jpg,premium,Creative,,food
75840,4229613.jpg,premium,Creative,,food
75840,514574.jpg,premium,Creative,,food
75840,665288.jpg,premium,Creative,,food
75840,4229583.jpg,premium,Creative,,food
75839,4779056.jpg,premium,Modern Cuisine,,food
75839,4779036.jpg,premium,Modern Cuisine,,food
75839,4779063.jpg,premium,Modern Cuisine,,food
75839,4779002.jpg,premium,Modern Cuisine,,food
75838,670999.jpg,mid-range,Modern Cuisine,,food
75838,680616.jpg,mid-range,Modern Cuisine,,food
75838,675074.jpg,mid-range,Modern Cuisine,,food
75838,806075.jpg,mid-range,Modern Cuisine,,food
75838,741290.jpg,mid-range,Modern Cuisine,,food
75838,764508.jpg,mid-range,Modern Cuisine,,food
75838,799055.jpg,mid-range,Modern Cuisine,,food
75838,491521.jpg,mid-range,Modern Cuisine,,food
75838,799604.jpg,mid-range,Modern Cuisine,,food
75838,442305.jpg,mid-range,Modern Cuisine,,food
75838,443198.jpg,mid-range,Modern Cuisine,,food
78532,5423435.jpg,mid-range,Modern Cuisine,,food
78532,5423386.jpg,mid-range,Modern Cuisine,,food
78532,5423408.jpg,mid-range,Modern Cuisine,,food
78532,5423376.jpg,mid-range,Modern Cuisine,,food
78532,5423378.jpg,mid-range,Modern Cuisine,,food
78532,5423410.jpg,mid-range,Modern Cuisine,,food
78532,5423434.jpg,mid-range,Modern Cuisine,,food
78532,5569589.jpg,mid-range,Modern Cuisine,,food
75835,4983225.jpg,mid-range,Modern Cuisine,,food
75835,4983205.jpg,mid-range,Modern Cuisine,,food
75835,4983074.jpg,mid-range,Modern Cuisine,,food
75835,4983083.jpg,mid-range,Modern Cuisine,,food
75835,4983127.jpg,mid-range,Modern Cuisine,,food
75835,4983195.jpg,mid-range,Modern Cuisine,,food
75834,731419.jpg,mid-range,Modern Cuisine,,food
75834,451270.jpg,mid-range,Modern Cuisine,,food
75834,770227.jpg,mid-range,Modern Cuisine,,food
75834,751674.jpg,mid-range,Modern Cuisine,,food
75833,739499.jpg,mid-range,Modern Cuisine,,food
75833,810351.jpg,mid-range,Modern Cuisine,,food
75833,417778.jpg,mid-range,Modern Cuisine,,food
75832,435895.jpg,mid-range,Modern Cuisine,,food
75832,435471.jpg,mid-range,Modern Cuisine,,food
75832,458079.jpg,mid-range,Modern Cuisine,,food
75831,420502.jpg,luxury,Creative,,food
75830,4221417.jpg,premium,Modern Cuisine,Classic Cuisine,food
75830,4221414.jpg,premium,Modern Cuisine,Classic Cuisine,food
75830,4221450.jpg,premium,Modern Cuisine,Classic Cuisine,food
75830,4221432.jpg,premium,Modern Cuisine,Classic Cuisine,food
75829,5431111.jpg,mid-range,Modern Cuisine,,food
75829,5431125.jpg,mid-range,Modern Cuisine,,food
75829,5431130.jpg,mid-range,Modern Cuisine,,food
75829,4632065.jpg,mid-range,Modern Cuisine,,food
77425,714364.jpg,luxury,Modern Cuisine,,food
77425,4662409.jpg,luxury,Modern Cuisine,,food
77425,4662414.jpg,luxury,Modern Cuisine,,food
77425,4662408.jpg,luxury,Modern Cuisine,,food
77425,4634031.jpg,luxury,Modern Cuisine,,food
77425,669262.jpg,luxury,Modern Cuisine,,food
77425,703579.jpg,luxury,Modern Cuisine,,food
77425,718488.jpg,luxury,Modern Cuisine,,food
77425,491248.jpg,luxury,Modern Cuisine,,food
77425,283734.jpg,luxury,Modern Cuisine,,food
77425,283737.jpg,luxury,Modern Cuisine,,food
77425,283739.jpg,luxury,Modern Cuisine,,food
75826,413645.jpg,premium,Traditional Cuisine,,food
75825,734161.jpg,mid-range,Traditional Cuisine,,food
75825,359504.jpg,mid-range,Traditional Cuisine,,food
75824,447408.jpg,mid-range,Modern Cuisine,,food
75824,359209.jpg,mid-range,Modern Cuisine,,food
75824,359212.jpg,mid-range,Modern Cuisine,,food
75824,359215.jpg,mid-range,Modern Cuisine,,food
75823,765810.jpg,mid-range,Modern Cuisine,,food
75823,358844.jpg,mid-range,Modern Cuisine,,food
75823,358839.jpg,mid-range,Modern Cuisine,,food
75823,358840.jpg,mid-range,Modern Cuisine,,food
75822,375268.jpg,mid-range,Modern Cuisine,,food
75822,375263.jpg,mid-range,Modern Cuisine,,food
75822,375266.jpg,mid-range,Modern Cuisine,,food
75822,375267.jpg,mid-range,Modern Cuisine,,food
75822,375269.jpg,mid-range,Modern Cuisine,,food
75820,242516.jpg,mid-range,Classic Cuisine,,food
75820,242512.jpg,mid-range,Classic Cuisine,,food
75820,242478.jpg,mid-range,Classic Cuisine,,food
75820,242483.jpg,mid-range,Classic Cuisine,,food
75820,242511.jpg,mid-range,Classic Cuisine,,food
75820,513428.jpg,mid-range,Classic Cuisine,,food
75820,756045.jpg,mid-range,Classic Cuisine,,food
75820,459018.jpg,mid-range,Classic Cuisine,,food
75819,763216.jpg,mid-range,Modern Cuisine,,food
75819,700346.jpg,mid-range,Modern Cuisine,,food
75819,814894.jpg,mid-range,Modern Cuisine,,food
75818,679835.jpg,mid-range,Traditional Cuisine,,food
75818,697303.jpg,mid-range,Traditional Cuisine,,food
75818,667356.jpg,mid-range,Traditional Cuisine,,food
75818,700563.jpg,mid-range,Traditional Cuisine,,food
75818,781121.jpg,mid-range,Traditional Cuisine,,food
75817,358772.jpg,premium,Modern Cuisine,Traditional Cuisine,food
75816,4056960.jpg,mid-range,Modern Cuisine,,food
75816,4057037.jpg,mid-range,Modern Cuisine,,food
75816,4057062.jpg,mid-range,Modern Cuisine,,food
75816,4057003.jpg,mid-range,Modern Cuisine,,food
75815,303934.jpg,mid-range,Modern Cuisine,,food
75815,303942.jpg,mid-range,Modern Cuisine,,food
75815,303933.jpg,mid-range,Modern Cuisine,,food
75814,676913.jpg,premium,Modern Cuisine,,food
75814,696959.jpg,premium,Modern Cuisine,,food
75814,3595684.jpg,premium,Modern Cuisine,,food
75814,496122.jpg,premium,Modern Cuisine,,food
75814,775689.jpg,premium,Modern Cuisine,,food
75814,498615.jpg,premium,Modern Cuisine,,food
75814,709513.jpg,premium,Modern Cuisine,,food
75813,262755.jpg,premium,Classic Cuisine,,food
75813,262820.jpg,premium,Classic Cuisine,,food
75813,262753.jpg,premium,Classic Cuisine,,food
75812,801222.jpg,affordable,Traditional Cuisine,,food
75812,714214.jpg,affordable,Traditional Cuisine,,food
75812,687492.jpg,affordable,Traditional Cuisine,,food
75812,502569.jpg,affordable,Traditional Cuisine,,food
75811,766737.jpg,mid-range,Traditional Cuisine,,food
75811,465307.jpg,mid-range,Traditional Cuisine,,food
75811,809383.jpg,mid-range,Traditional Cuisine,,food
78257,746258.jpg,mid-range,Modern Cuisine,,food
78257,508894.jpg,mid-range,Modern Cuisine,,food
75809,737048.jpg,mid-range,Traditional Cuisine,,food
75809,5435100.jpg,mid-range,Traditional Cuisine,,food
75809,5435091.jpg,mid-range,Traditional Cuisine,,food
75808,4626940.jpg,premium,Traditional Cuisine,,food
75808,4626954.jpg,premium,Traditional Cuisine,,food
75808,761618.jpg,premium,Traditional Cuisine,,food
75808,694801.jpg,premium,Traditional Cuisine,,food
75808,4626949.jpg,premium,Traditional Cuisine,,food
76394,4669534.jpg,premium,Modern Cuisine,,food
76394,4669543.jpg,premium,Modern Cuisine,,food
76394,4669552.jpg,premium,Modern Cuisine,,food
75806,5341985.jpg,luxury,Modern Cuisine,,food
75806,445191.jpg,luxury,Modern Cuisine,,food
75806,5341975.jpg,luxury,Modern Cuisine,,food
75805,507197.jpg,mid-range,Modern Cuisine,,food
75805,743788.jpg,mid-range,Modern Cuisine,,food
75805,494837.jpg,mid-range,Modern Cuisine,,food
75805,655804.jpg,mid-range,Modern Cuisine,,food
75805,500545.jpg,mid-range,Modern Cuisine,,food
75805,717598.jpg,mid-range,Modern Cuisine,,food
75805,473234.jpg,mid-range,Modern Cuisine,,food
75804,365581.jpg,premium,Modern Cuisine,,food
75803,707442.jpg,mid-range,Traditional Cuisine,,food
75803,692131.jpg,mid-range,Traditional Cuisine,,food
75803,655002.jpg,mid-range,Traditional Cuisine,,food
75802,791266.jpg,premium,Modern Cuisine,,food
75802,815840.jpg,premium,Modern Cuisine,,food
75802,690555.jpg,premium,Modern Cuisine,,food
75802,690017.jpg,premium,Modern Cuisine,,food
75802,764728.jpg,premium,Modern Cuisine,,food
75802,711978.jpg,premium,Modern Cuisine,,food
75801,519335.jpg,mid-range,Modern Cuisine,Provençal,food
75801,3597043.jpg,mid-range,Modern Cuisine,Provençal,food
75801,445431.jpg,mid-range,Modern Cuisine,Provençal,food
75800,455451.jpg,mid-range,Modern Cuisine,,food
75800,649454.jpg,mid-range,Modern Cuisine,,food
75800,501693.jpg,mid-range,Modern Cuisine,,food
75800,795426.jpg,mid-range,Modern Cuisine,,food
75800,486284.jpg,mid-range,Modern Cuisine,,food
75800,699299.jpg,mid-range,Modern Cuisine,,food
75800,351372.jpg,mid-range,Modern Cuisine,,food
75799,5571516.jpg,affordable,Modern Cuisine,,food
